,0,1,2
532,90,137.0,
533,128,108.0,
534,48,155.0,
535,107,121.0,
536,156,3.0,
537,100,16.0,
538,103,64.0,
539,130,69.0,
540,102,130.0,
541,116,52.0,
542,72,140.0,
543,159,160.0,
544,140,148.0,
545,96,118.0,
546,65,25.0,
547,102,109.0,
548,29,89.0,
549,94,78.0,
550,54,51.0,
551,35,42.0,
552,107,135.0,
553,143,114.0,
554,11,39.0,
555,69,136.0,
556,18,137.0,
557,117,85.0,
558,44,135.0,
559,73,39.0,
560,3,29.0,
561,146,154.0,
562,96,91.0,
563,92,151.0,
564,55,106.0,
565,141,5.0,
566,99,126.0,
567,138,149.0,
568,98,18.0,
569,38,76.0,
570,83,51.0,
571,109,126.0,
572,129,155.0,
573,144,38.0,
574,26,151.0,
575,43,148.0,
576,32,0.0,
577,98,68.0,
578,57,139.0,
579,154,159.0,
580,2,51.0,
581,27,149.0,
582,103,105.0,
583,26,2.0,
584,23,46.0,
585,151,49.0,
586,143,6.0,
587,38,107.0,
588,145,132.0,
589,111,18.0,
590,81,89.0,
591,124,115.0,
592,10,99.0,
593,92,36.0,
594,82,152.0,
595,98,43.0,
596,47,111.0,
597,88,158.0,
598,104,92.0,
599,95,141.0,
600,25,100.0,
601,156,147.0,
602,136,108.0,
603,71,139.0,
604,15,55.0,
605,155,39.0,
606,14,36.0,
607,143,66.0,
608,120,96.0,
609,155,57.0,
610,87,10.0,
611,56,45.0,
612,26,61.0,
613,34,62.0,
614,70,44.0,
615,24,128.0,
616,76,93.0,
617,102,73.0,
618,153,88.0,
619,87,1.0,
620,113,91.0,
621,30,17.0,
622,125,152.0,
623,77,104.0,
624,58,137.0,
625,5,137.0,
626,153,53.0,
627,142,152.0,
628,54,113.0,
629,8,124.0,
630,153,81.0,
631,69,87.0,
632,48,74.0,
633,7,144.0,
634,47,106.0,
635,116,157.0,
636,71,21.0,
637,90,110.0,
638,33,9.0,
639,87,105.0,
640,25,52.0,
641,18,124.0,
642,153,73.0,
643,125,135.0,
644,33,125.0,
645,10,126.0,
646,83,18.0,
647,71,78.0,
648,96,62.0,
649,55,47.0,
650,21,111.0,
651,36,28.0,
652,120,155.0,
653,119,16.0,
654,95,109.0,
655,66,76.0,
656,95,49.0,
657,89,40.0,
658,96,153.0,
659,112,138.0,
660,22,95.0,
661,132,33.0,
662,97,130.0,
663,133,93.0,
664,143,101.0,
665,95,129.0,
666,134,97.0,
667,0,66.0,
668,75,66.0,
669,84,111.0,
670,1,19.0,
671,160,116.0,
672,107,37.0,
673,86,14.0,
674,62,149.0,
675,85,110.0,
676,114,77.0,
677,126,106.0,
678,148,58.0,
679,21,16.0,
680,24,37.0,
681,33,24.0,
682,96,60.0,
683,160,57.0,
684,34,10.0,
685,6,158.0,
686,80,149.0,
687,96,11.0,
688,46,79.0,
689,152,150.0,
690,14,64.0,
691,46,156.0,
692,18,145.0,
693,139,148.0,
694,140,85.0,
695,152,153.0,
696,120,132.0,
697,143,98.0,
698,13,17.0,
699,9,126.0,
700,128,101.0,
701,109,143.0,
702,121,89.0,
703,126,139.0,
704,96,86.0,
705,93,134.0,
706,96,135.0,
707,29,155.0,
708,93,149.0,
709,82,5.0,
710,117,77.0,
711,88,52.0,
712,78,68.0,
713,147,139.0,
714,102,117.0,
715,119,103.0,
716,100,68.0,
717,131,95.0,
718,92,52.0,
719,96,153.0,
720,74,117.0,
721,124,100.0,
722,158,131.0,
723,22,88.0,
724,156,3.0,
725,114,96.0,
726,88,68.0,
727,60,115.0,
728,9,59.0,
729,117,105.0,
730,142,85.0,
731,142,51.0,
732,4,26.0,
733,24,57.0,
734,94,65.0,
735,151,100.0,
736,65,3.0,
737,8,159.0,
738,69,131.0,
739,101,11.0,
740,74,132.0,
741,58,122.0,
742,57,92.0,
743,101,84.0,
744,32,10.0,
745,20,39.0,
746,4,142.0,
747,77,13.0,
748,156,159.0,
749,160,74.0,
750,158,156.0,
751,18,120.0,
752,136,146.0,
753,148,135.0,
754,34,143.0,
755,79,159.0,
756,160,13.0,
757,89,104.0,
758,122,89.0,
759,146,81.0,
760,9,11.0,
761,108,116.0,
762,44,149.0,
763,159,136.0,
764,19,70.0,
765,156,134.0,
766,8,134.0,
767,56,65.0,
768,140,78.0,
769,155,88.0,
770,150,154.0,
771,52,112.0,
772,151,74.0,
773,89,141.0,
774,22,115.0,
775,114,51.0,
776,70,151.0,
777,17,45.0,
778,91,125.0,
779,156,154.0,
780,8,120.0,
781,139,49.0,
782,152,118.0,
783,13,140.0,
784,78,17.0,
785,69,150.0,
786,15,98.0,
787,109,123.0,
788,65,44.0,
789,131,60.0,
790,113,37.0,
791,137,80.0,
792,110,59.0,
793,37,130.0,
794,149,53.0,
795,153,66.0,
796,11,31.0,
797,156,92.0,
798,67,18.0,
799,34,50.0,
800,21,132.0,
801,56,113.0,
802,91,57.0,
803,142,23.0,
804,64,35.0,
805,2,68.0,
806,157,88.0,
807,119,56.0,
808,92,40.0,
809,60,106.0,
810,128,45.0,
811,92,151.0,
812,23,10.0,
813,9,159.0,
814,101,122.0,
815,49,123.0,
816,120,2.0,
817,95,71.0,
818,140,30.0,
819,68,46.0,
820,106,20.0,
821,64,38.0,
822,124,20.0,
823,67,24.0,
824,78,129.0,
825,63,134.0,
826,126,42.0,
827,148,64.0,
828,66,1.0,
829,103,151.0,
830,139,55.0,
831,42,32.0,
832,113,30.0,
833,89,4.0,
834,43,95.0,
835,115,39.0,
836,8,127.0,
837,144,73.0,
838,32,5.0,
839,48,115.0,
840,121,101.0,
841,33,129.0,
842,103,44.0,
843,73,156.0,
844,151,100.0,
845,60,17.0,
846,67,121.0,
847,5,63.0,
848,102,134.0,
849,72,39.0,
850,2,19.0,
851,23,89.0,
852,116,35.0,
853,6,56.0,
854,26,40.0,
855,90,109.0,
856,107,147.0,
857,97,138.0,
858,144,78.0,
859,80,86.0,
860,59,138.0,
861,14,7.0,
862,77,135.0,
863,80,78.0,
864,108,34.0,
865,95,148.0,
866,30,144.0,
867,145,105.0,
868,51,107.0,
869,22,70.0,
870,20,1.0,
871,35,145.0,
872,140,126.0,
873,34,80.0,
874,135,22.0,
875,155,67.0,
876,60,99.0,
877,128,139.0,
878,136,78.0,
879,120,75.0,
880,102,16.0,
881,112,140.0,
882,142,16.0,
883,59,128.0,
884,24,108.0,
885,113,93.0,
886,14,147.0,
887,2,144.0,
888,11,160.0,
889,125,146.0,
890,28,117.0,
891,139,128.0,
892,8,45.0,
893,37,64.0,
894,51,34.0,
895,148,3.0,
896,153,73.0,
897,150,136.0,
898,22,35.0,
899,65,148.0,
900,28,29.0,
901,112,7.0,
902,60,23.0,
903,43,35.0,
904,31,30.0,
905,59,12.0,
906,77,133.0,
907,56,78.0,
908,51,8.0,
909,12,104.0,
910,146,128.0,
911,144,34.0,
912,61,30.0,
913,137,141.0,
914,159,12.0,
915,1,110.0,
916,129,96.0,
917,39,146.0,
918,85,78.0,
919,4,90.0,
920,95,65.0,
921,135,9.0,
922,143,111.0,
923,106,152.0,
924,109,89.0,
925,27,89.0,
926,115,25.0,
927,158,49.0,
928,96,147.0,
929,111,121.0,
930,100,73.0,
931,55,19.0,
932,136,119.0,
933,41,89.0,
934,148,58.0,
935,53,34.0,
936,32,100.0,
937,54,29.0,
938,137,105.0,
939,135,66.0,
940,0,100.0,
941,47,52.0,
942,121,76.0,
943,155,101.0,
944,75,155.0,
945,82,72.0,
946,38,131.0,
947,13,44.0,
948,25,77.0,
949,42,149.0,
950,159,14.0,
951,123,47.0,
952,11,157.0,
953,116,105.0,
954,134,47.0,
955,1,62.0,
956,150,77.0,
957,82,97.0,
958,85,73.0,
959,143,87.0,
960,61,93.0,
961,150,111.0,
962,46,101.0,
963,135,93.0,
964,98,116.0,
965,149,24.0,
966,8,95.0,
967,2,88.0,
968,105,84.0,
969,11,87.0,
970,27,159.0,
971,36,26.0,
972,128,100.0,
973,20,0.0,
974,19,54.0,
975,71,86.0,
976,51,39.0,
977,6,65.0,
978,41,11.0,
979,59,96.0,
980,76,56.0,
981,121,158.0,
982,151,96.0,
983,102,83.0,
984,62,43.0,
985,73,74.0,
986,23,94.0,
987,63,69.0,
988,38,135.0,
989,3,91.0,
990,10,8.0,
991,52,76.0,
992,110,111.0,
993,121,64.0,
994,8,64.0,
995,155,11.0,
996,139,3.0,
997,138,103.0,
998,18,89.0,
999,37,66.0,
1000,25,19.0,
1001,70,30.0,
1002,42,58.0,
1003,133,19.0,
1004,130,129.0,
1005,11,38.0,
1006,158,28.0,
1007,39,2.0,
1008,95,97.0,
1009,126,143.0,
1010,108,14.0,
1011,50,98.0,
1012,98,109.0,
1013,90,160.0,
1014,115,90.0,
1015,31,116.0,
1016,143,102.0,
1017,38,33.0,
1018,126,56.0,
1019,8,101.0,
1020,102,16.0,
1021,36,107.0,
1022,113,88.0,
1023,80,70.0,
1024,2,137.0,
1025,81,108.0,
1026,138,81.0,
1027,31,4.0,
1028,136,58.0,
1029,113,100.0,
1030,54,70.0,
1031,149,104.0,
1032,149,58.0,
1033,33,36.0,
1034,87,108.0,
1035,149,132.0,
1036,89,87.0,
1037,79,3.0,
1038,130,157.0,
1039,55,91.0,
1040,30,121.0,
1041,146,126.0,
1042,64,74.0,
1043,94,124.0,
1044,46,148.0,
1045,120,62.0,
1046,79,128.0,
1047,59,14.0,
1048,5,90.0,
1049,78,80.0,
1050,91,67.0,
1051,24,50.0,
1052,17,87.0,
1053,77,27.0,
1054,13,72.0,
1055,135,138.0,
1056,149,152.0,
1057,16,93.0,
1058,80,3.0,
1059,36,92.0,
1060,158,113.0,
1061,50,92.0,
1062,86,2.0,
1063,129,56.0,
1064,52,21.0,
1065,29,97.0,
1066,14,89.0,
1067,114,98.0,
1068,17,28.0,
1069,24,91.0,
1070,46,114.0,
1071,15,98.0,
1072,60,16.0,
1073,152,139.0,
1074,131,3.0,
1075,0,58.0,
1076,40,132.0,
1077,24,140.0,
1078,113,58.0,
1079,115,75.0,
1080,118,83.0,
1081,63,104.0,
1082,122,137.0,
1083,101,25.0,
1084,66,71.0,
1085,81,36.0,
1086,8,118.0,
1087,48,124.0,
1088,49,92.0,
1089,53,132.0,
1090,38,87.0,
1091,116,5.0,
1092,25,136.0,
1093,45,56.0,
1094,32,96.0,
1095,101,121.0,
1096,26,12.0,
1097,70,110.0,
1098,100,32.0,
1099,116,28.0,
1100,91,82.0,
1101,105,117.0,
1102,84,43.0,
1103,80,86.0,
1104,54,60.0,
1105,24,20.0,
1106,53,2.0,
1107,110,117.0,
1108,86,41.0,
1109,129,11.0,
1110,45,43.0,
1111,35,45.0,
1112,18,64.0,
1113,129,113.0,
1114,55,60.0,
1115,40,52.0,
1116,55,42.0,
1117,124,31.0,
1118,117,54.0,
1119,78,39.0,
1120,18,150.0,
1121,88,65.0,
1122,17,78.0,
1123,35,13.0,
1124,92,79.0,
1125,108,148.0,
1126,52,85.0,
1127,70,106.0,
1128,14,122.0,
1129,26,76.0,
1130,40,147.0,
1131,104,58.0,
1132,101,50.0,
1133,150,28.0,
1134,82,119.0,
1135,125,91.0,
1136,58,120.0,
1137,113,66.0,
1138,49,107.0,
1139,17,112.0,
1140,148,40.0,
1141,124,119.0,
1142,115,52.0,
1143,154,64.0,
1144,66,103.0,
1145,127,146.0,
1146,57,103.0,
1147,60,118.0,
1148,131,41.0,
1149,40,111.0,
1150,28,58.0,
1151,103,53.0,
1152,151,68.0,
1153,79,82.0,
1154,107,114.0,
1155,123,144.0,
1156,26,20.0,
1157,29,75.0,
1158,71,2.0,
1159,111,12.0,
1160,45,93.0,
1161,60,112.0,
1162,121,89.0,
1163,60,41.0,
1164,56,102.0,
1165,120,128.0,
1166,143,115.0,
1167,158,88.0,
1168,115,39.0,
1169,36,102.0,
1170,14,140.0,
1171,61,95.0,
1172,2,40.0,
1173,141,133.0,
1174,111,121.0,
1175,146,102.0,
1176,87,9.0,
1177,11,103.0,
1178,65,126.0,
1179,12,3.0,
1180,9,123.0,
1181,103,19.0,
1182,86,130.0,
1183,111,30.0,
1184,45,91.0,
1185,160,19.0,
1186,93,160.0,
1187,95,125.0,
1188,18,93.0,
1189,99,79.0,
1190,45,138.0,
1191,80,118.0,
1192,139,119.0,
1193,87,157.0,
1194,42,68.0,
1195,131,112.0,
1196,53,56.0,
1197,159,54.0,
1198,7,27.0,
1199,85,26.0,
1200,119,108.0,
1201,22,35.0,
1202,156,85.0,
1203,39,46.0,
1204,18,43.0,
1205,134,76.0,
1206,80,0.0,
1207,140,111.0,
1208,54,58.0,
1209,55,99.0,
1210,98,145.0,
1211,142,44.0,
1212,81,76.0,
1213,155,96.0,
1214,157,97.0,
1215,94,20.0,
1216,65,136.0,
1217,101,107.0,
1218,23,41.0,
1219,118,92.0,
1220,72,16.0,
1221,128,12.0,
1222,81,127.0,
1223,66,32.0,
1224,66,113.0,
1225,42,83.0,
1226,94,39.0,
1227,46,118.0,
1228,67,61.0,
1229,74,96.0,
1230,28,61.0,
1231,4,90.0,
1232,80,138.0,
1233,151,35.0,
1234,21,95.0,
1235,18,64.0,
1236,11,60.0,
1237,125,105.0,
1238,141,134.0,
1239,104,126.0,
1240,60,97.0,
1241,68,79.0,
1242,90,142.0,
1243,83,94.0,
1244,57,117.0,
1245,119,31.0,
1246,111,155.0,
1247,50,152.0,
1248,62,102.0,
1249,44,30.0,
1250,90,83.0,
1251,16,76.0,
1252,151,112.0,
1253,88,66.0,
1254,138,44.0,
1255,109,149.0,
1256,53,133.0,
1257,55,91.0,
1258,133,56.0,
1259,158,44.0,
1260,128,16.0,
1261,2,89.0,
1262,157,107.0,
1263,146,110.0,
1264,67,137.0,
1265,114,121.0,
1266,37,67.0,
1267,93,34.0,
1268,97,42.0,
1269,104,138.0,
1270,148,3.0,
1271,38,134.0,
1272,129,83.0,
1273,105,120.0,
1274,98,5.0,
1275,150,43.0,
1276,144,49.0,
1277,35,118.0,
1278,25,84.0,
1279,19,104.0,
1280,91,53.0,
1281,14,21.0,
1282,135,121.0,
1283,93,88.0,
1284,24,45.0,
1285,69,159.0,
1286,88,14.0,
1287,10,5.0,
1288,138,57.0,
1289,142,155.0,
1290,69,11.0,
1291,20,143.0,
1292,85,120.0,
1293,147,75.0,
1294,62,147.0,
1295,124,139.0,
1296,40,61.0,
1297,23,115.0,
1298,91,144.0,
1299,42,105.0,
1300,89,11.0,
1301,83,44.0,
1302,128,145.0,
1303,66,35.0,
1304,52,114.0,
1305,158,101.0,
1306,46,93.0,
1307,6,157.0,
1308,35,116.0,
1309,88,117.0,
1310,147,67.0,
1311,159,40.0,
1312,123,124.0,
1313,103,152.0,
1314,26,151.0,
1315,52,106.0,
1316,72,110.0,
1317,89,123.0,
1318,103,124.0,
1319,121,143.0,
1320,50,92.0,
1321,104,111.0,
1322,153,158.0,
1323,158,39.0,
1324,76,136.0,
1325,53,151.0,
1326,26,76.0,
1327,87,120.0,
1328,8,74.0,
1329,16,86.0,
1330,54,88.0,
1331,137,134.0,
1332,85,1.0,
1333,60,61.0,
1334,108,29.0,
1335,1,38.0,
1336,52,4.0,
1337,64,35.0,
1338,67,83.0,
1339,87,3.0,
1340,32,157.0,
1341,100,68.0,
1342,112,102.0,
1343,155,28.0,
1344,154,67.0,
1345,91,3.0,
1346,113,152.0,
1347,90,125.0,
1348,72,45.0,
1349,2,146.0,
1350,100,18.0,
1351,148,124.0,
1352,137,2.0,
1353,56,89.0,
1354,61,100.0,
1355,79,123.0,
1356,21,95.0,
1357,88,101.0,
1358,63,44.0,
1359,111,10.0,
1360,147,27.0,
1361,84,140.0,
1362,121,156.0,
1363,92,87.0,
1364,94,127.0,
1365,45,128.0,
1366,156,50.0,
1367,23,26.0,
1368,47,134.0,
1369,10,19.0,
1370,81,45.0,
1371,88,47.0,
1372,143,120.0,
1373,42,10.0,
1374,75,19.0,
1375,23,139.0,
1376,127,49.0,
1377,50,16.0,
1378,151,71.0,
1379,149,41.0,
1380,6,58.0,
1381,37,0.0,
1382,30,19.0,
1383,78,136.0,
1384,97,129.0,
1385,157,53.0,
1386,56,138.0,
1387,50,75.0,
1388,1,82.0,
1389,36,152.0,
1390,87,47.0,
1391,21,88.0,
1392,0,145.0,
1393,129,28.0,
1394,146,70.0,
1395,40,28.0,
1396,64,11.0,
1397,35,146.0,
1398,43,4.0,
1399,88,97.0,
1400,117,130.0,
1401,90,69.0,
1402,150,91.0,
1403,132,19.0,
1404,115,39.0,
1405,110,84.0,
1406,124,72.0,
1407,55,126.0,
1408,85,97.0,
1409,62,100.0,
1410,145,69.0,
1411,111,69.0,
1412,130,58.0,
1413,85,91.0,
1414,54,17.0,
1415,22,13.0,
1416,153,125.0,
1417,119,107.0,
1418,80,20.0,
1419,107,27.0,
1420,36,116.0,
1421,8,4.0,
1422,127,22.0,
1423,145,26.0,
1424,12,32.0,
1425,60,26.0,
1426,119,107.0,
1427,120,18.0,
1428,114,57.0,
1429,67,63.0,
1430,112,105.0,
1431,69,89.0,
1432,120,20.0,
1433,124,68.0,
1434,148,55.0,
1435,149,6.0,
1436,10,83.0,
1437,113,101.0,
1438,159,87.0,
1439,96,5.0,
1440,107,49.0,
1441,139,31.0,
1442,51,155.0,
1443,34,118.0,
1444,27,90.0,
1445,99,97.0,
1446,54,60.0,
1447,114,144.0,
1448,30,68.0,
1449,75,133.0,
1450,48,85.0,
1451,71,147.0,
1452,133,158.0,
1453,5,97.0,
1454,72,52.0,
1455,134,5.0,
1456,138,1.0,
1457,22,92.0,
1458,91,90.0,
1459,79,153.0,
1460,143,66.0,
1461,43,152.0,
1462,63,8.0,
1463,48,8.0,
1464,146,41.0,
1465,68,115.0,
1466,124,143.0,
1467,154,25.0,
1468,43,106.0,
1469,62,28.0,
1470,142,77.0,
1471,1,74.0,
1472,114,77.0,
1473,72,60.0,
1474,35,90.0,
1475,68,104.0,
1476,121,30.0,
1477,41,105.0,
1478,3,15.0,
1479,8,92.0,
1480,152,12.0,
1481,155,142.0,
1482,47,30.0,
1483,82,20.0,
1484,158,54.0,
1485,2,156.0,
1486,5,148.0,
1487,72,110.0,
1488,155,146.0,
1489,9,98.0,
1490,17,41.0,
1491,80,151.0,
1492,148,86.0,
1493,114,47.0,
1494,144,82.0,
1495,154,64.0,
1496,157,57.0,
1497,4,158.0,
1498,108,156.0,
1499,2,67.0,
1500,107,6.0,
1501,159,145.0,
1502,144,65.0,
1503,90,158.0,
1504,65,144.0,
1505,153,117.0,
1506,9,51.0,
1507,67,93.0,
1508,149,75.0,
1509,73,26.0,
1510,157,96.0,
1511,141,94.0,
1512,160,130.0,
1513,159,66.0,
1514,73,138.0,
1515,11,59.0,
1516,75,101.0,
1517,109,129.0,
1518,82,159.0,
1519,147,92.0,
1520,77,116.0,
1521,128,42.0,
1522,123,121.0,
1523,119,64.0,
1524,17,130.0,
1525,78,112.0,
1526,141,20.0,
1527,51,106.0,
1528,37,32.0,
1529,26,53.0,
1530,16,134.0,
1531,93,30.0,
1532,23,17.0,
1533,121,88.0,
1534,108,83.0,
1535,149,103.0,
1536,61,160.0,
1537,76,90.0,
1538,40,112.0,
1539,53,30.0,
1540,7,77.0,
1541,53,71.0,
1542,132,8.0,
1543,31,38.0,
1544,71,96.0,
1545,9,123.0,
